"name","springdist","distprev","elevation","elevationdiff","amenities","links"
" Webster Cliffs ","0.18352E4","0.18E1","0.335E4","0.2073E4"," None ","<a href=""http://www.summitpost.org/image/87519/151051/the-cliffs-on-webster-and-a.html"">Webster Cliffs</a>"
" Mt. Webster ","0.18366E4","0.14E1","0.391E4","0.56E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/151444/mount-webster.html"">Mt. Webster</a>"
" Mt. Jackson ","0.1838E4","0.14E1","0.4052E4","0.142E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/151206/mount-jackson.html"">Mt. Jackson</a>"
" Mizpah Spring Hut ","0.18397E4","0.17E1","0.38E4","-0.252E3"," C,L,R,W ","<a href=""http://hikethewhites.com/mizpah_hut.html"">Mizpah Spring Hut</a>"
" Mt. Pierce (Mt. Clinton) ","0.18405E4","0.8E0","0.4312E4","0.512E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/151435/mount-pierce.html"">Mt. Pierce (Mt. Clinton)</a>"
" spring ","0.18414E4","0.9E0","0.435E4","0.38E2"," W ",""
" spring ","0.18427E4","0.13E1","0.448E4","0.13E3"," W ",""
" Mt. Franklin ","0.18433E4","0.6E0","0.5004E4","0.524E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/153967/mount-franklin.html"">Mt. Franklin</a>"
" Lakes of the Clouds Hut ","0.18444E4","0.11E1","0.5012E4","0.8E1"," L,R,W ","<a href=""http://hikethewhites.com/lakes_hut.html"">Lakes of the Clouds Hut</a>"
" Mt. Washington ","0.18458E4","0.14E1","0.6288E4","0.1276E4"," R,W,S* ","<a href=""http://www.summitpost.org/mountain/rock/150248/mount-washington.html"">Mt. Washington</a>"
" Edmands Col ","0.18493E4","0.35E1","0.4938E4","-0.135E4"," W ","<a href=""http://www.summitpost.org/image/498390//edmands-col.html"">Edmands Col</a>"
" Israel Ridge Path to The Perch Shelter ","0.185E4","0.7E0","0.4313E4","-0.625E3"," S*,C*,W* ","<a href=""http://hikethewhites.com/perch.html"">The Perch Shelter</a>"
" Thunderstorm Jct. ","0.18506E4","0.6E0","0.55E4","0.1187E4"," S*,C*,W* ","<a href=""http://hikethewhites.com/mad_hut/gs04.jpg"">Thunderstorm Jct.</a>"
" Madison Spring Hut ","0.18515E4","0.9E0","0.48E4","-0.7E3"," L,R,W ","<a href=""http://hikethewhites.com/mad_hut.html"">Madison Spring Hut</a>"
" Mt. Madison ","0.1852E4","0.5E0","0.5366E4","0.566E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/150550/mount-madison.html"">Mt. Madison</a>"
" Osgood Tentsite ","0.18545E4","0.25E1","0.254E4","-0.2826E4"," C,W ","<a href=""http://hikethewhites.com/osgood.html"">Osgood Tentsite</a>"
" West Branch, Peabody River ","0.18553E4","0.8E0","0.23E4","-0.24E3"," W ","<a href=""http://outdoors.webshots.com/photo/2381825340074186878mGaIoB"">West Branch, Peabody River</a>"
" Lowe’s Bald Spot ","0.18572E4","0.19E1","0.286E4","0.56E3"," None ","<a href=""http://www.mtnlion.org/web_images/at4_112.jpg"">Lowe’s Bald Spot</a>"
" Pinkham Notch Visitors Center ","0.18593E4","0.21E1","0.205E4","-0.81E3"," L,R,G,Sh ","<a href=""http://hikethewhites.com/pinkham.html"">Pinkham Notch Visitors Center</a>"
" Wildcat Mt, Peak D ","0.18623E4","0.3E1","0.399E4","0.194E4"," None ","<a href=""http://www.summitpost.org/mountain/rock/153832/wildcat-mountain.html"">Wildcat Mt, Peak D</a>"
" Wildcat Mt, Peak A ","0.18643E4","0.2E1","0.4422E4","0.432E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/153832/wildcat-mountain.html"">Wildcat Mt, Peak A</a>"
" Carter Notch Hut ","0.18652E4","0.9E0","0.335E4","-0.1072E4"," L,W ","<a href=""http://hikethewhites.com/carter_hut.html"">Carter Notch Hut</a>"
" spring ","0.18659E4","0.7E0","0.47E4","0.135E4"," W ",""
" Carter Dome ","0.18664E4","0.5E0","0.4832E4","0.132E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/152590/carter-dome.html"">Carter Dome</a>"
" Zeta Pass ","0.18678E4","0.14E1","0.389E4","-0.942E3"," W ","<a href=""http://www.summitpost.org/image/112233/153568/south-and-middle-carter-from.html"">Zeta Pass</a>"
" South Carter Mt. ","0.18686E4","0.8E0","0.4458E4","0.568E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/153568/carter-mountain-middle-and-south.html"">South Carter Mt.</a>"
" Middle Carter Mt. ","0.18699E4","0.13E1","0.461E4","0.152E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/153568/carter-mountain-middle-and-south.html"">Middle Carter Mt.</a>"
" North Carter Mt. ","0.18705E4","0.6E0","0.4539E4","-0.71E2"," None ","<a href=""http://www.summitpost.org/mountain/rock/154285/mount-lethe-north-carter-mtn.html"">North Carter Mt.</a>"
" Imp Shelter ","0.18724E4","0.19E1","0.325E4","-0.1289E4"," S,C,W ","<a href=""http://hikethewhites.com/imp_shelter.html"">Imp Shelter</a>"
" Mt. Moriah ","0.18745E4","0.21E1","0.4049E4","0.799E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/154279/mount-moriah-nh-.html"">Mt. Moriah</a>"
" Rattle River Shelter ","0.18785E4","0.4E1","0.126E4","-0.2789E4"," S,W ","<a href=""http://hikethewhites.com/rattleriver.html"">Rattle River Shelter</a>"
" US 2, Gorham ","0.18804E4","0.19E1","0.78E3","-0.48E3"," W,L*,C*,R*,Cl*,Sh* ",""
" Androscoggin River ","0.18805E4","0.1E0","0.75E3","-0.3E2"," W ","<a href=""http://outdoors.webshots.com/photo/1043547276038317822LOvTam"">Androscoggin River</a>"
" Hogan Rd. ","0.18809E4","0.4E0","0.76E3","0.1E2"," None ",""
" brook ","0.18819E4","0.1E1","0.135E4","0.59E3"," W ",""
" Mt. Hayes, Mahoosuc Trail ","0.1884E4","0.21E1","0.2555E4","0.1205E4"," None ","<a href=""http://www.summitpost.org/image/295396/173138/mount-hayes.html"">Mt. Hayes, Mahoosuc Trail</a>"
" Cascade Mt. ","0.18862E4","0.22E1","0.2631E4","0.76E2"," None ","<a href=""http://www.mtnlion.org/web_images/at4_130.jpg"">Cascade Mt.</a>"
" Trident Col Tentsite ","0.18873E4","0.11E1","0.202E4","-0.611E3"," C,W ","<a href=""http://outdoors.webshots.com/photo/2117701830074186878hKtSab"">Trident Col Tentsite</a>"
" Dream Lake ","0.189E4","0.27E1","0.26E4","0.58E3"," W ","<a href=""http://www.mtnlion.org/web_images/at4_132.jpg"">Dream Lake</a>"
" Moss Pond ","0.18915E4","0.15E1","0.263E4","0.3E2"," W ",""
" Gentian Pond Shelter (pic) ","0.18922E4","0.7E0","0.2166E4","-0.464E3"," S,C,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=GentianP"">Gentian Pond Shelter</a><a href=""http://hikethewhites.com/photos/gentian.jpg"">pic</a>"
" Mt. Success ","0.1895E4","0.28E1","0.3565E4","0.1399E4"," None ","<a href=""http://www.summitpost.org/mountain/rock/182039/mount-success.html"">Mt. Success</a>"
" NH-ME State Line ","0.18969E4","0.19E1","0.2972E4","-0.593E3"," None ","<a href=""http://whereswalden.com/wp-content/uploads/2009/01/0041.jpg"">NH-ME State Line</a>"
" Carlo Col Shelter (pic) ","0.18973E4","0.4E0","0.2945E4","-0.27E2"," S,C,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=CarloCol"">Carlo Col Shelter</a><a href=""http://media-cdn.tripadvisor.com/media/photo-s/00/13/54/50/carlo-col-shelter.jpg"">pic</a>"
" Mt. Carlo ","0.18977E4","0.4E0","0.3565E4","0.62E3"," None ","<a href=""http://www.mtnlion.org/web_images/at4_143.jpg"">Mt. Carlo</a>"
" Goose Eye Mt. (East Peak) ","0.18995E4","0.18E1","0.379E4","0.225E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/303517/goose-eye-mountain.html"">Goose Eye Mt. (East Peak)</a>"
" Goose Eye Mt. (North Peak) ","0.19007E4","0.12E1","0.3675E4","-0.115E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/303517/goose-eye-mountain.html"">Goose Eye Mt. (North Peak)</a>"
" Full Goose Shelter (pic) ","0.19017E4","0.1E1","0.303E4","-0.645E3"," S,C,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=FullGoose"">Full Goose Shelter</a><a href=""http://farm3.static.flickr.com/2371/2180625725_b9e54971f5.jpg"">pic</a>"
" Fulling Mill Mt. ","0.19022E4","0.5E0","0.3395E4","0.365E3"," None ","<a href=""http://www.summitpost.org/image/173140/173138/fulling-mill-mountain.html"">Fulling Mill Mt.</a>"
" Mahoosuc Notch (west end) ","0.19032E4","0.1E1","0.24E4","-0.995E3"," W ","<a href=""http://www.summitpost.org/canyon/160600/Mahoosuc-Notch.html"">Mahoosuc Notch (west end)</a>"
" Mahoosuc Notch (east end) ","0.19043E4","0.11E1","0.215E4","-0.25E3"," W ","<a href=""http://www.summitpost.org/canyon/160600/Mahoosuc-Notch.html"">Mahoosuc Notch (east end)</a>"
" Mahoosuc Arm ","0.19059E4","0.16E1","0.377E4","0.162E4"," None ","<a href=""http://www.summitpost.org/area/range/173138/mahoosuc-range.html"">Mahoosuc Arm</a>"
" Speck Pond Shelter (pic) ","0.19068E4","0.9E0","0.35E4","-0.27E3"," S,C,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=SpeckPond"">Speck Pond Shelter</a><a href=""http://picasaweb.google.com/lh/photo/XPNKviI5j5iYMAnASszCiw"">pic</a>"
" Old Speck Trail ","0.19079E4","0.11E1","0.3985E4","0.485E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/152452/old-speck.html"">Old Speck</a>"
" brook ","0.19103E4","0.24E1","0.25E4","-0.1485E4"," W ",""
" Grafton Notch, ME 26 ","0.19114E4","0.11E1","0.1495E4","-0.1005E4"," None ","<a href=""http://www.summitpost.org/image/463705/152452/brook-in-grafton-notch.html"">Grafton Notch</a>"
" Baldpate Lean-to (pic) ","0.19137E4","0.23E1","0.2645E4","0.115E4"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=Baldpate"">Baldpate Lean-to</a><a href=""http://travel.webshots.com/photo/1185366506033858846tAAcJb"">pic</a>"
" Baldpate Mt. (West Peak) ","0.19145E4","0.8E0","0.3662E4","0.1017E4"," None ","<a href=""http://www.summitpost.org/mountain/rock/377104/baldpate-mountain-more-to-come.html"">Baldpate Mt. (West Peak)</a>"
" Baldpate Mt. (East Peak) ","0.19154E4","0.9E0","0.381E4","0.148E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/377104/baldpate-mountain-more-to-come.html"">Baldpate Mt. (East Peak)</a>"
" Frye Notch Lean-to (pic) ","0.19172E4","0.18E1","0.228E4","-0.153E4"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=FryeNotch"">Frye Notch Lean-to</a><a href=""http://picasaweb.google.com/lh/photo/zzJu3Z1J3FYTtYzvdE5rcQ"">pic</a>"
" Dunn Notch & Falls ","0.19209E4","0.37E1","0.135E4","-0.93E3"," W ","<a href=""http://www.pbase.com/dgoss/image/58301827"">Dunn Notch &amp; Falls</a>"
" East B Hill Rd. ","0.19217E4","0.8E0","0.15E4","0.15E3"," None ",""
" Surplus Pond ","0.19235E4","0.18E1","0.205E4","0.55E3"," W ","<a href=""http://www.runtrails.net/journal/images/12_me/speck.jpg"">Surplus Pond</a>"
" Wyman Mt. ","0.19264E4","0.29E1","0.292E4","0.87E3"," None ","<a href=""http://www.summitpost.org/image/244516/171039/wyman-mountain-ledges-looking-towards-moody-mountain.html"">Wyman Mt.</a>"
" Hall Mt. Lean-to (pic) ","0.19277E4","0.13E1","0.2635E4","-0.285E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=HallMtn"">Hall Mt. Lean-to</a><a href=""http://outdoors.webshots.com/photo/1402948066053763348vuaTSs"">pic</a>"
" Sawyer Notch (ford) ","0.19291E4","0.14E1","0.1095E4","-0.154E4"," W ","<a href=""http://outdoors.webshots.com/photo/2853036350063208931QrVZzY"">Sawyer Notch (ford)</a>"
" Moody Mt. ","0.193E4","0.9E0","0.244E4","0.1345E4"," None ","<a href=""http://www.summitpost.org/image/244516/171039/wyman-mountain-ledges-looking-towards-moody-mountain.html"">Moody Mt.</a>"
" Black Brook (ford) ","0.19318E4","0.18E1","0.141E4","-0.103E4"," W ",""
" Old Blue Mt. ","0.19346E4","0.28E1","0.36E4","0.219E4"," None ","<a href=""http://www.mtnlion.org/web_images/at5_020.jpg"">Old Blue Mt.</a>"
" Bemis Stream Trail ","0.19378E4","0.32E1","0.335E4","-0.25E3"," None ",""
" Bemis Range (West Peak) ","0.19388E4","0.1E1","0.358E4","0.23E3"," None ","<a href=""http://www.summitpost.org/image/244517/171039/bemis.html"">Bemis Range (West Peak)</a>"
" Bemis Mt. Lean-to (pic) ","0.19405E4","0.17E1","0.279E4","-0.79E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=BemisMtn"">Bemis Mt. Lean-to</a><a href=""http://www.bradsatwalk.com/images/journal/img510.jpg"">pic</a>"
" Bemis Stream (ford) ","0.19443E4","0.38E1","0.1495E4","-0.1295E4"," W ",""
" ME 17","0.19451E4","0.8E0","0.22E4","0.705E3"," None ",""
" Moxie Pond ","0.19467E4","0.16E1","0.24E4","0.2E3"," W ","<a href=""http://www.panoramio.com/photo/2381898"">Moxie Pond</a>"
" Long Pond ","0.19485E4","0.18E1","0.233E4","-0.7E2"," W ","<a href=""http://outdoors.webshots.com/photo/1043772304038317822ynbNXL"">Long Pond</a>"
" Sabbath Day Pond Lean-to (pic) ","0.19488E4","0.3E0","0.239E4","0.6E2"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=SabbathDa"">Sabbath Day Pond Lean-to</a><a href=""http://outdoors.webshots.com/photo/1500964347063208931SdErON"">pic</a>"
" Little Swift River Pond ","0.19534E4","0.46E1","0.246E4","0.7E2"," C,W ","<a href=""http://outdoors.webshots.com/photo/1043551989038317822bDQLCS"">Little Swift River Pond</a>"
" South Pond ","0.19561E4","0.27E1","0.2174E4","-0.286E3"," W ",""
" ME 4 ","0.19582E4","0.21E1","0.17E4","-0.474E3"," None ",""
" Sandy River ","0.19583E4","0.1E0","0.1595E4","-0.105E3"," None ",""
" Piazza Rock Lean-to (pic) ","0.196E4","0.17E1","0.208E4","0.485E3"," S,C,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=PiazzaRoc"">Piazza Rock Lean-to</a><a href=""http://outdoors.webshots.com/photo/1500337159063208931hjUAfN"">pic</a>"
" Eddy Pond ","0.19619E4","0.19E1","0.2616E4","0.536E3"," W ","<a href=""http://www.summitpost.org/image/457266/151047/eddy-pond-from-saddleback-trail.html"">Eddy Pond</a>"
" Saddleback Mt. ","0.19639E4","0.2E1","0.412E4","0.1504E4"," None ","<a href=""http://www.summitpost.org/mountain/rock/151047/saddleback-mountain.html"">Saddleback Mt.</a>"
" The Horn ","0.19655E4","0.16E1","0.404E4","-0.8E2"," None ","<a href=""http://www.summitpost.org/mountain/rock/460770/the-horn.html"">The Horn</a>"
" Redington Stream Campsite ","0.19666E4","0.11E1","0.0","-0.404E4"," C,W ",""
" Saddleback Junior ","0.19675E4","0.9E0","0.3655E4","0.3655E4"," None ","<a href=""http://picasaweb.google.com/lh/photo/wx1yeOGoDnpxlqKYU0ULYA"">Saddleback Junior</a>"
" stream ","0.19679E4","0.4E0","0.32E4","-0.455E3"," W ",""
" Poplar Ridge Lean-to (pic) ","0.19689E4","0.1E1","0.292E4","-0.28E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=PoplarRi"">Poplar Ridge Lean-to</a><a href=""http://outdoors.webshots.com/photo/1498054789063208931aTelqz"">pic</a>"
" Orbeton Stream (ford) ","0.19716E4","0.27E1","0.155E4","-0.137E4"," W ","<a href=""http://outdoors.webshots.com/photo/1525845427076559132ZNiGUt"">Orbeton Stream (ford)</a>"
" Lone Mt. ","0.19747E4","0.31E1","0.379E4","0.224E4"," None ",""
" Mt. Abraham Trail ","0.19758E4","0.11E1","0.3184E4","-0.606E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/154553/mount-abraham-me.html"">Mt. Abraham</a>"
" Spaulding Mt. Lean-to (pic) ","0.19769E4","0.11E1","0.314E4","-0.44E2"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=Spaulding"">Spaulding Mt. Lean-to</a><a href=""http://outdoors.webshots.com/photo/1497508381063208931JsYZvq"">pic</a>"
" Spaulding Mt. ","0.19777E4","0.8E0","0.4E4","0.86E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/299115/spaulding-mountain.html"">Spaulding Mt.</a>"
" Sugarloaf Mt. Trail ","0.19798E4","0.21E1","0.354E4","-0.46E3"," W ","<a href=""http://www.summitpost.org/mountain/rock/154948/sugarloaf.html"">Sugarloaf Mt.</a>"
" South Branch Carrabassett River ","0.1982E4","0.22E1","0.21E4","-0.144E4"," W ","<a href=""http://commons.wikimedia.org/wiki/File:S_Branch_Carrabassett_R_at_AT_crossing.jpg"">South Branch Carrabassett River</a>"
" Caribou Valley Rd. ","0.19821E4","0.1E0","0.222E4","0.12E3"," None ",""
" Crocker Cirque ","0.19831E4","0.1E1","0.271E4","0.49E3"," C,W ","<a href=""http://www.summitpost.org/image/246447/154994/the-massive-cirque-of-north-crocker.html"">Crocker Cirque</a>"
" South Crocker Mt. ","0.19842E4","0.11E1","0.404E4","0.133E4"," None ","<a href=""http://www.summitpost.org/mountain/rock/154994/the-crockers.html"">South Crocker Mt.</a>"
" North Crocker Mt./a> ","0.19852E4","0.1E1","0.4228E4","0.188E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/154994/the-crockers.html"">North Crocker Mt./a&gt; </a>"
" ME 27 ","0.19904E4","0.52E1","0.145E4","-0.2778E4"," G ",""
" Stratton Brook Pond Rd. ","0.19912E4","0.8E0","0.125E4","-0.2E3"," None ",""
" Stratton Brook ","0.19914E4","0.2E0","0.123E4","-0.2E2"," W ","<a href=""http://www.summitpost.org/image/135243/154948/sugarloaf-from-stratton-brook.html"">Stratton Brook</a>"
" Cranberry Stream ","0.19923E4","0.9E0","0.135E4","0.12E3"," C,W ","<a href=""http://www.flickr.com/photos/44842839@N00/2834942506"">Cranberry Stream</a>"
" Cranberry Pond, Bigelow Range Tr. ","0.19936E4","0.13E1","0.24E4","0.105E4"," W ",""
" Horns Pond Trail ","0.19953E4","0.17E1","0.32E4","0.8E3"," None ",""
" Horns Pond Lean-to (pic) ","0.19955E4","0.2E0","0.316E4","-0.4E2"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=HornsPond"">Horns Pond Lean-to</a><a href=""http://outdoors.webshots.com/photo/1428877535058974946hVNnUB"">pic</a>"
" spring ","0.19958E4","0.3E0","0.34E4","0.24E3"," W ",""
" South Horn ","0.1996E4","0.2E0","0.3831E4","0.431E3"," None ","<a href=""http://www.summitpost.org/image/118309/154452/west-peak-from-just-below-the.html"">South Horn</a>"
" Bigelow Mt. (West Peak) ","0.19981E4","0.21E1","0.4145E4","0.314E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/154452/bigelow-mountain.html"">Bigelow Mt. (West Peak)</a>"
" Bigelow Col, Avery Memorial Campsite ","0.19984E4","0.3E0","0.385E4","-0.295E3"," C,W ",""
" spring ","0.19986E4","0.2E0","0.39E4","0.5E2"," W ",""
" Bigelow Mt. (Avery Peak) ","0.19988E4","0.2E0","0.409E4","0.19E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/154452/bigelow-mountain.html"">Bigelow Mt. (Avery Peak)</a>"
" Safford Brook Trail ","0.20007E4","0.19E1","0.226E4","-0.183E4"," None ",""
" Safford Notch ","0.20008E4","0.1E0","0.223E4","-0.3E2"," C,W ","<a href=""http://picasaweb.google.com/lh/photo/Utos9xnwRb6IAxA0tcDvYA"">Safford Notch</a>"
" Little Bigelow Mt. ","0.2004E4","0.32E1","0.301E4","0.78E3"," None ","<a href=""http://en.wikipedia.org/wiki/File:The_Bigelows_Little_Bigelow_Mt_Maine.JPG"">Little Bigelow Mt.</a>"
" Little Bigelow Lean-to (pic) ","0.20057E4","0.17E1","0.176E4","-0.125E4"," S,C,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=LittleBig"">Little Bigelow Lean-to</a><a href=""http://www.halfassexpeditions.com/images/bigelow_shelter.jpg"">pic</a>"
" East Flagstaff Rd. ","0.20071E4","0.14E1","0.12E4","-0.56E3"," None ",""
" Bog Brook Rd, Flagstaff Lake ","0.20072E4","0.1E0","0.115E4","-0.5E2"," W ","<a href=""http://outdoors.webshots.com/photo/2492274140062705192FPSpmz"">Flagstaff Lake</a>"
" Long Falls Dam Rd. ","0.20095E4","0.23E1","0.1225E4","0.75E2"," None ",""
" Roundtop Mt. ","0.20112E4","0.17E1","0.176E4","0.535E3"," None ","<a href=""http://rohland.homedns.org/at/State/Maine/at_section5/ME%20AT%20IV-278.JPG"">Roundtop Mt.</a>"
" West Carry Pond ","0.20123E4","0.11E1","0.132E4","-0.44E3"," W ","<a href=""http://www.flickr.com/photos/sakuradesigns/241483223/"">West Carry Pond</a>"
" West Carry Pond Lean-to (pic) ","0.2013E4","0.7E0","0.134E4","0.2E2"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=WestCarry"">West Carry Pond Lean-to</a><a href=""http://outdoors.webshots.com/photo/1458155107063208931IbSeEF"">pic</a>"
" West Carry Pond ","0.20137E4","0.7E0","0.132E4","-0.2E2"," W ","<a href=""http://www.flickr.com/photos/sakuradesigns/241483223/"">West Carry Pond</a>"
" Sandy Stream, Middle Carry Pond ","0.20156E4","0.19E1","0.1229E4","-0.91E2"," W ","<a href=""http://www.flickr.com/photos/sakuradesigns/241483223/"">Middle Carry Pond</a>"
" East Carry Pond ","0.20171E4","0.15E1","0.1237E4","0.8E1"," W ","<a href=""http://outdoors.webshots.com/photo/1458154399063208931hObdkf"">East Carry Pond</a>"
" logging road ","0.20188E4","0.17E1","0.13E4","0.63E2"," None ",""
" N. Branch Carrying Place Stream ","0.20195E4","0.7E0","0.12E4","-0.1E3"," W ","<a href=""http://outdoors.webshots.com/photo/1458152567063208931ClzvNB"">N. Branch Carrying Place Stream</a>"
" Pierce Pond Lean-to (pic) ","0.2023E4","0.35E1","0.115E4","-0.5E2"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=PiercePon"">Pierce Pond Lean-to</a><a href=""http://outdoors.webshots.com/photo/1385171183053763348iDYBPG"">pic</a>"
" Harrison’s Pierce Pond Camps side trail ","0.20234E4","0.4E0","0.11E4","-0.5E2"," L,R,W ",""
" Kennebec River ","0.20247E4","0.13E1","0.49E3","-0.61E3"," W ","<a href=""http://whereswalden.com/wp-content/uploads/2009/01/0016.jpg"">Kennebec River</a>"
" Caratunk (US 201) ","0.2027E4","0.23E1","0.52E3","0.3E2"," L*,C*,R*,Cl*,Sh* ",""
" Holly Brook ","0.20297E4","0.27E1","0.9E3","0.38E3"," W ",""
" Boise-Cascade Logging Rd. ","0.20323E4","0.26E1","0.14E4","0.5E3"," None ",""
" Pleasant Pond Lean-to (pic) ","0.20327E4","0.4E0","0.132E4","-0.8E2"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=PleasantP"">Pleasant Pond Lean-to</a><a href=""http://outdoors.webshots.com/photo/1446755119063208931AQTvRr"">pic</a>"
" Pleasant Pond Mt. ","0.2034E4","0.13E1","0.247E4","0.115E4"," None ","<a href=""http://outdoors.webshots.com/photo/1446748045063208931srsxKX"">Pleasant Pond Mt.</a>"
" Moxie Pond ","0.20389E4","0.49E1","0.97E3","-0.15E4"," W ","<a href=""http://www.panoramio.com/photo/2381898"">Moxie Pond</a>"
" Bald Mt. Brook Lean-to (pic) ","0.20417E4","0.28E1","0.128E4","0.31E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=BaldMtnB"">Bald Mt. Brook Lean-to</a><a href=""http://outdoors.webshots.com/photo/1439329484063208931NtineC"">pic</a>"
